iter	Passed	Remaining
154	498	2716
155	500	2706
156	502	2696
157	505	2691
158	507	2684
159	508	2671
160	511	2663
161	513	2656
162	514	2641
163	516	2635
164	518	2625
165	520	2616
166	523	2611
167	526	2606
168	528	2598
169	529	2583
170	531	2575
171	533	2567
172	534	2554
173	535	2541
174	538	2537
175	540	2530
176	542	2524
177	544	2515
178	545	2503
179	547	2492
180	550	2492
181	553	2488
182	556	2482
183	558	2475
184	560	2467
185	561	2457
186	562	2445
187	564	2436
188	566	2429
189	568	2423
190	570	2416
191	572	2409
192	574	2402
193	576	2394
194	578	2389
195	581	2385
196	584	2381
197	586	2376
198	589	2372
199	591	2366
200	596	2370
201	598	2364
202	599	2355
203	602	2352
204	605	2347
205	607	2343
206	610	2338
207	613	2334
208	617	2335
209	620	2335
210	622	2328
211	625	2324
212	627	2317
213	631	2318
214	633	2313
215	636	2308
216	637	2298
217	638	2291
218	640	2285
219	642	2278
220	645	2274
221	647	2269
222	649	2264
223	651	2258
224	654	2255
225	659	2257
226	661	2251
227	662	2243
228	664	2238
229	667	2233
230	668	2226
231	669	2217
232	671	2210
233	673	2204
234	677	2206
235	679	2200
236	681	2192
237	682	2186
238	684	2180
239	686	2173
240	687	2166
241	689	2160
242	693	2159
243	695	2156
244	697	2149
245	699	2144
246	701	2138
247	703	2132
248	705	2127
249	709	2129
250	710	2121
251	712	2115
252	714	2108
253	716	2103
254	718	2099
255	720	2094
256	721	2086
257	724	2083
258	726	2077
259	728	2072
260	730	2067
261	731	2061
262	733	2055
263	736	2053
264	738	2048
265	741	2045
266	743	2042
267	746	2038
268	747	2031
269	749	2026
270	751	2022
271	755	2023
272	757	2017
273	759	2011
274	761	2007
275	763	2002
276	764	1996
277	766	1991
278	771	1993
279	773	1989
280	775	1985
281	777	1979
282	779	1974
283	781	1969
284	782	1963
285	784	1957
286	788	1959
287	791	1955
288	793	1951
289	795	1947
290	799	1949
291	802	1946
292	805	1942
293	807	1938
294	809	1933
295	810	1927
296	812	1923
297	815	1920
298	818	1918
299	820	1915
300	823	1911
301	823	1904
302	825	1899
303	827	1894
304	829	1889
305	834	1892
306	836	1888
307	839	1885
308	841	1881
309	843	1877
310	845	1872
311	848	1870
312	853	1873
313	855	1867
314	856	1863
315	858	1858
316	860	1854
317	864	1854
318	867	1851
319	869	1847
320	871	1843
321	873	1839
322	875	1835
323	877	1830
324	879	1826
325	882	1824
326	884	1820
327	886	1816
328	888	1811
329	893	1814
330	896	1812
331	900	1810
332	902	1807
333	904	1802
334	906	1798
335	908	1795
336	911	1792
337	914	1790
338	916	1787
339	918	1783
340	920	1779
341	925	1780
342	928	1779
343	931	1776
344	936	1777
345	938	1773
346	942	1773
347	944	1768
348	945	1764
349	947	1760
350	949	1755
351	951	1750
352	962	1764
353	964	1759
354	966	1756
355	968	1752
356	971	1749
357	973	1745
358	975	1741
359	977	1737
360	979	1733
361	981	1729
362	983	1725
363	986	1723
364	988	1719
365	993	1721
366	995	1717
367	998	1714
368	1000	1710
369	1001	1706
370	1006	1705
371	1009	1704
372	1012	1701
373	1013	1696
374	1015	1692
375	1016	1687
376	1019	1684
377	1022	1681
378	1023	1676
379	1025	1673
380	1027	1669
381	1029	1666
382	1033	1665
383	1037	1663
384	1042	1665
385	1044	1660
386	1047	1658
387	1048	1653
388	1050	1649
389	1052	1646
390	1054	1642
391	1055	1637
392	1060	1637
393	1060	1631
394	1063	1628
395	1065	1624
396	1067	1620
397	1068	1615
398	1070	1612
399	1072	1609
400	1074	1605
401	1076	1601
402	1077	1596
403	1079	1593
404	1081	1588
405	1083	1585
406	1086	1582
407	1088	1580
408	1091	1577
409	1093	1573
410	1095	1569
411	1097	1565
412	1099	1563
413	1101	1559
414	1104	1556
415	1106	1553
416	1108	1549
417	1113	1550
418	1116	1548
419	1118	1545
420	1121	1541
421	1123	1538
422	1125	1535
423	1127	1531
424	1131	1530
425	1133	1527
426	1135	1523
427	1137	1520
428	1139	1517
429	1141	1513
430	1143	1509
431	1147	1508
432	1150	1506
433	1153	1503
434	1155	1500
435	1157	1497
436	1158	1493
437	1161	1489
438	1164	1487
439	1166	1484
440	1168	1481
441	1169	1476
442	1171	1472
443	1174	1471
444	1178	1469
445	1181	1467
446	1183	1463
447	1185	1461
448	1194	1466
449	1198	1464
450	1200	1460
451	1201	1456
452	1203	1453
453	1205	1449
454	1207	1446
455	1211	1445
456	1213	1442
457	1215	1438
458	1217	1435
459	1218	1430
460	1220	1427
461	1222	1424
462	1224	1420
463	1226	1416
464	1228	1413
465	1231	1410
466	1232	1406
467	1234	1402
468	1235	1399
469	1237	1395
470	1240	1393
471	1242	1389
472	1245	1387
473	1247	1384
474	1248	1379
475	1250	1376
476	1251	1372
477	1253	1368
478	1255	1365
479	1256	1361
480	1258	1358
481	1260	1355
482	1263	1351
483	1264	1348
484	1266	1345
485	1268	1341
486	1270	1338
487	1272	1335
488	1273	1331
489	1276	1328
490	1278	1325
491	1281	1322
492	1283	1319
493	1284	1316
494	1289	1315
495	1292	1313
496	1294	1310
497	1296	1307
498	1298	1304
499	1302	1302
500	1305	1300
501	1307	1296
502	1309	1293
503	1313	1292
504	1315	1288
505	1316	1285
506	1318	1281
507	1319	1278
508	1322	1275
509	1325	1273
510	1327	1270
511	1329	1266
512	1331	1263
513	1332	1259
514	1335	1257
515	1337	1254
516	1339	1251
517	1340	1247
518	1342	1244
519	1345	1242
520	1347	1238
521	1350	1236
522	1351	1233
523	1354	1230
524	1356	1227
525	1357	1223
526	1359	1220
527	1359	1215
528	1363	1214
529	1366	1212
530	1369	1209
531	1371	1206
532	1373	1203
533	1375	1200
534	1377	1197
535	1379	1194
536	1381	1191
537	1383	1188
538	1386	1185
539	1389	1183
540	1390	1179
541	1392	1176
542	1394	1173
543	1398	1172
544	1400	1169
545	1402	1166
546	1403	1162
547	1405	1159
548	1409	1158
549	1412	1155
550	1414	1153
551	1417	1150
552	1419	1147
553	1421	1144
554	1422	1140
555	1424	1137
556	1425	1134
557	1428	1131
558	1430	1128
559	1431	1124
560	1433	1121
561	1435	1118
562	1436	1115
563	1438	1112
564	1440	1108
565	1442	1106
566	1444	1103
567	1446	1100
568	1448	1097
569	1450	1094
570	1452	1091
571	1454	1088
572	1456	1085
573	1458	1082
574	1461	1079
575	1463	1077
576	1465	1074
577	1467	1071
578	1470	1069
579	1472	1066
580	1474	1063
581	1475	1059
582	1476	1056
583	1478	1053
584	1479	1049
585	1482	1047
586	1484	1044
587	1492	1046
588	1495	1043
589	1496	1040
590	1498	1037
591	1500	1034
592	1502	1031
593	1503	1027
594	1505	1024
595	1507	1022
596	1509	1019
597	1512	1016
598	1514	1013
599	1515	1010
600	1517	1007
601	1521	1006
602	1524	1003
603	1527	1001
604	1530	999
605	1532	996
606	1537	995
607	1539	992
608	1542	990
609	1544	987
610	1547	984
611	1549	982
612	1551	979
613	1554	977
614	1556	974
615	1559	972
616	1561	969
617	1563	966
618	1565	963
619	1566	960
620	1570	958
621	1572	955
622	1574	952
623	1578	951
624	1580	948
625	1582	945
626	1587	944
627	1589	941
628	1591	938
629	1593	935
630	1594	932
631	1598	930
632	1601	928
633	1604	926
634	1606	923
635	1608	920
636	1610	917
637	1611	914
638	1612	911
639	1616	909
640	1619	907
641	1621	904
642	1623	901
643	1624	898
644	1626	895
645	1628	892
646	1630	889
647	1633	887
648	1635	884
649	1637	881
650	1639	878
651	1641	876
652	1642	873
653	1644	870
654	1647	867
655	1649	865
656	1652	862
657	1654	859
658	1656	857
659	1658	854
660	1661	852
661	1665	850
662	1669	848
663	1671	845
664	1673	843
665	1675	840
666	1678	837
667	1680	835
668	1683	832
669	1685	830
670	1687	827
671	1689	824
672	1690	821
673	1692	818
674	1693	815
675	1695	812
676	1697	809
677	1699	807
678	1701	804
679	1703	801
680	1705	798
681	1708	796
682	1710	794
683	1713	791
684	1715	789
685	1717	786
686	1719	783
687	1721	780
688	1723	777
689	1726	775
690	1728	772
691	1730	770
692	1732	767
693	1734	764
694	1736	761
695	1737	759
696	1739	756
697	1741	753
698	1743	750
699	1745	748
700	1747	745
701	1749	742
702	1751	740
703	1756	738
704	1757	735
705	1760	732
706	1762	730
707	1764	727
708	1767	725
709	1769	722
710	1774	721
711	1776	718
712	1778	715
713	1780	713
714	1782	710
715	1784	707
716	1785	704
717	1790	703
718	1792	700
719	1794	697
720	1796	695
721	1799	692
722	1801	690
723	1803	687
724	1807	685
725	1809	682
726	1810	679
727	1812	677
728	1814	674
729	1816	671
730	1818	669
731	1820	666
732	1822	663
733	1824	661
734	1825	658
735	1827	655
736	1829	652
737	1830	649
738	1832	647
739	1834	644
740	1836	641
741	1837	639
742	1839	636
743	1840	633
744	1843	631
745	1845	628
746	1846	625
747	1848	622
748	1851	620
749	1853	617
750	1855	615
751	1857	612
752	1858	609
753	1860	606
754	1862	604
755	1864	601
756	1869	600
757	1872	597
758	1874	595
759	1876	592
760	1878	589
761	1880	587
762	1882	584
763	1884	582
764	1886	579
765	1887	576
766	1889	574
767	1891	571
768	1893	568
769	1894	565
770	1896	563
771	1898	560
772	1900	558
773	1902	555
774	1920	557
775	1922	554
776	1924	552
777	1926	549
778	1928	547
779	1930	544
780	1933	542
781	1935	539
782	1937	536
783	1939	534
784	1941	531
785	1943	529
786	1945	526
787	1947	524
788	1949	521
789	1951	518
790	1953	516
791	1955	513
792	1957	510
793	1959	508
794	1961	505
795	1964	503
796	1965	500
797	1967	498
798	1970	495
799	1971	492
800	1974	490
801	1976	487
802	1981	486
803	1983	483
804	1984	480
805	1986	478
806	1989	475
807	1991	473
808	1994	470
809	1996	468
810	1998	465
811	2000	463
812	2002	460
813	2003	457
814	2005	455
815	2007	452
816	2009	450
817	2011	447
818	2013	444
819	2015	442
820	2017	439
821	2019	437
822	2020	434
823	2022	431
824	2024	429
825	2026	426
826	2028	424
827	2030	421
828	2031	419
829	2033	416
830	2035	413
831	2037	411
832	2039	408
833	2041	406
834	2043	403
835	2045	401
836	2046	398
837	2048	395
838	2050	393
839	2051	390
840	2052	388
841	2054	385
842	2056	383
843	2058	380
844	2061	378
845	2063	375
846	2065	373
847	2067	370
848	2068	367
849	2073	365
850	2075	363
851	2078	360
852	2080	358
853	2082	355
854	2083	353
855	2085	350
856	2087	348
857	2089	345
858	2092	343
859	2094	340
860	2096	338
861	2097	335
862	2099	333
863	2101	330
864	2103	328
865	2106	326
866	2109	323
867	2111	321
868	2114	318
869	2115	316
870	2117	313
871	2119	311
872	2121	308
873	2124	306
874	2126	303
875	2128	301
876	2130	298
877	2132	296
878	2138	294
879	2140	291
880	2143	289
881	2145	287
882	2147	284
883	2148	281
884	2150	279
885	2153	277
886	2156	274
887	2158	272
888	2160	269
889	2162	267
890	2164	264
891	2166	262
892	2168	259
893	2170	257
894	2172	254
895	2174	252
896	2176	249
897	2179	247
898	2184	245
899	2187	243
900	2189	240
901	2191	238
902	2193	235
903	2194	233
904	2198	230
905	2200	228
906	2203	225
907	2205	223
908	2207	220
909	2209	218
910	2211	216
911	2213	213
912	2215	211
913	2218	208
914	2220	206
915	2222	203
916	2223	201
917	2225	198
918	2227	196
919	2233	194
920	2235	191
921	2237	189
922	2238	186
923	2240	184
924	2242	181
925	2244	179
926	2246	176
927	2249	174
928	2251	172
929	2253	169
930	2257	167
931	2262	165
932	2264	162
933	2267	160
934	2269	157
935	2271	155
936	2273	152
937	2277	150
938	2279	148
939	2282	145
940	2284	143
941	2285	140
942	2287	138
943	2289	135
944	2291	133
945	2294	130
946	2296	128
947	2298	126
948	2300	123
949	2303	121
950	2305	118
951	2308	116
952	2310	113
953	2312	111
954	2314	109
955	2317	106
956	2323	104
957	2327	102
958	2331	99
959	2333	97
960	2336	94
961	2338	92
962	2339	89
963	2342	87
964	2345	85
965	2347	82
966	2349	80
967	2351	77
968	2354	75
969	2358	72
970	2361	70
971	2363	68
972	2365	65
973	2368	63
974	2370	60
975	2373	58
976	2375	55
977	2376	53
978	2379	51
979	2382	48
980	2385	46
981	2387	43
982	2389	41
983	2391	38
984	2393	36
985	2395	34
986	2397	31
987	2399	29
988	2402	26
989	2405	24
990	2407	21
991	2408	19
992	2410	16
993	2412	14
994	2414	12
995	2416	9
996	2419	7
997	2423	4
998	2425	2
999	2427	0
