iter	Logloss	Accuracy
255	0.3462433768	0.861252256	0.3460007104	0.861225257	0.3452817453	0.861257258	0.3451075187	0.86258	259	0.3450841379	0.8259	0260	0.3446420234	0.260	0.261	0.3444246076	0261	0.3262	0.3440946886	262	0.34263	0.3438602232263	0.349264	0.3438295231264	0.348265	0.3433671829265	0.348266	0.34300774	0266	0.267	0.3425439431	267	0.3268	0.3423897268	0268	0.269	0.342140264	0.8269	270	0.3420778039	0.86270271	0.3418101592	0.86271	272	0.3413989016	0.86272	273	0.3412501773	0.86273	274	0.3410939706	0.86274	275	0.3409970058	0.86275	276	0.3407547367	0.8276277	0.3405074658	0.8652278	0.340209155	0.865
279	0.3400858881	0.865
280	0.3398182988	0.865
281	0.339755467	0.865
282	0.3396000271	0.865
283	0.3392404531	0.865
284	0.3387104699	0.865
285	0.3382711154	0.865
286	0.3379314132	0.86625
287	0.3376565609	0.86625
288	0.3374111945	0.865
289	0.3371876534	0.86625
290	0.3364623066	0.8675
291	0.3363012364	0.86625
292	0.3357502634	0.865
293	0.3351716447	0.865
294	0.3350319022	0.865
295	0.3349262278	0.86625
296	0.3348208754	0.86625
297	0.3343789258	0.86625
298	0.3340940474	0.865
299	0.3340613381	0.865
300	0.333783672	0.86375
301	0.333246772	0.86625
302	0.3330277493	0.86625
303	0.3329539962	0.865
304	0.3329433108	0.865
305	0.3324040505	0.86875
306	0.3322310568	0.86875
307	0.3319315241	0.87
308	0.331756475	0.86875
309	0.3310969216	0.87
310	0.3308748494	0.87125
311	0.3306672788	0.87125
312	0.3304625095	0.87125
313	0.3304036671	0.87125
314	0.3300100998	0.87
315	0.329666807	0.87
316	0.3296021065	0.87
317	0.3294684026	0.87
318	0.3289916374	0.87125
319	0.3281605027	0.87125
320	0.3274820652	0.87125
321	0.3273497744	0.8725
322	0.3272517771	0.87375
323	0.3270967826	0.87375
324	0.3268351022	0.875
325	0.3263474135	0.875
326	0.3257965029	0.87375
327	0.3257160583	0.87375
328	0.3252192924	0.875
329	0.3248006799	0.875
330	0.3242345591	0.875
331	0.3239595067	0.875
332	0.3236029702	0.875
333	0.323412083	0.87375
334	0.3229243664	0.87375
335	0.3225529307	0.87375
336	0.322515223	0.87375
337	0.3220740747	0.87625
338	0.3216487742	0.87375
339	0.321163546	0.87625
340	0.3208260531	0.8775
341	0.3208248423	0.8775
342	0.3202066117	0.87875
343	0.3201697305	0.87875
344	0.3199532733	0.87875
345	0.319567583	0.87875
346	0.319402397	0.87875
347	0.3190288362	0.87875
348	0.3186419969	0.87875
349	0.3183592365	0.88
350	0.3180831691	0.88125
351	0.3178993207	0.8825
352	0.3178318197	0.88125
353	0.3175135864	0.88375
354	0.317284936	0.88375
355	0.3171267176	0.88375
356	0.3169187636	0.88375
357	0.3168636251	0.88375
358	0.3167046504	0.88375
359	0.316496289	0.885
360	0.3163351313	0.885
361	0.3160258527	0.88375
362	0.3153431394	0.8825
363	0.3152890352	0.8825
364	0.3151575665	0.8825
365	0.3151357301	0.8825
366	0.314845099	0.8825
367	0.3146231787	0.88375
368	0.3145839701	0.88375
369	0.314365281	0.885
370	0.3140911277	0.885
371	0.3139523503	0.885
372	0.3139242728	0.885
373	0.3137537833	0.885
374	0.3135855954	0.885
375	0.3132238242	0.885
376	0.3129355856	0.885
377	0.3129189376	0.885
378	0.3126786724	0.88625
379	0.3122590584	0.885
380	0.3122505887	0.88625
381	0.3120301414	0.88625
382	0.3118929967	0.8875
383	0.3114928272	0.8875
384	0.3110763616	0.8875
385	0.3105862091	0.8875
386	0.3101273172	0.8875
387	0.3101099303	0.8875
388	0.3098488304	0.8875
389	0.309760218	0.8875
390	0.3095625332	0.8875
391	0.3095597764	0.8875
392	0.309306168	0.8875
393	0.3090677987	0.8875
394	0.3086080418	0.8875
395	0.3084141279	0.8875
396	0.3079943025	0.8875
397	0.3077016141	0.8875
398	0.3074899747	0.8875
399	0.3070109282	0.88875
400	0.3066181754	0.88875
401	0.3065402431	0.88875
402	0.3061718558	0.89
403	0.3056960275	0.8925
404	0.3055096113	0.8925
405	0.3048892818	0.8925
406	0.3045583868	0.89125
407	0.3042941797	0.89125
408	0.3041615184	0.89125
409	0.3039527067	0.89125
410	0.3037821306	0.89125
411	0.3037609623	0.89125
412	0.303648106	0.8925
413	0.3035171704	0.8925
414	0.3034827219	0.8925
415	0.3031858706	0.89375
416	0.3027734995	0.8925
417	0.3024881717	0.89375
418	0.3024037408	0.89375
419	0.3023402837	0.89375
420	0.3022196527	0.89375
421	0.3019972357	0.89375
422	0.3017817865	0.89375
423	0.3015927729	0.89375
424	0.3015109937	0.89375
425	0.3013464384	0.89375
426	0.3010541323	0.89375
427	0.3008742436	0.89375
428	0.3005853608	0.89375
429	0.3005142605	0.89375
430	0.300299179	0.89375
431	0.3002079747	0.8925
432	0.2999587471	0.8925
433	0.2998162936	0.8925
434	0.2996218489	0.8925
435	0.2996083097	0.8925
436	0.2992329522	0.895
437	0.298545109	0.895
438	0.2983275221	0.895
439	0.2981647872	0.895
440	0.2976402173	0.89625
441	0.2972257123	0.89625
442	0.2967090382	0.89625
443	0.2965879244	0.89625
444	0.2964733171	0.89625
445	0.2963454901	0.89625
446	0.2962306751	0.89625
447	0.2961303795	0.89625
448	0.2958034107	0.8975
449	0.295250165	0.89875
450	0.2950590502	0.8975
451	0.2947195613	0.8975
452	0.2946794407	0.8975
453	0.2942395953	0.8975
454	0.2939827044	0.8975
455	0.2934687542	0.89875
456	0.2929691675	0.89875
457	0.2929478107	0.89875
458	0.2925488988	0.89875
459	0.2920098207	0.89875
460	0.2915727378	0.89875
461	0.2911253566	0.89875
462	0.2909150054	0.89875
463	0.2906884969	0.89875
464	0.2905271983	0.89875
465	0.2903929829	0.89875
466	0.2902786374	0.9
467	0.2900487739	0.89875
468	0.289752741	0.9
469	0.2895656914	0.9
470	0.2891503828	0.90125
471	0.2886746478	0.90125
472	0.2885183989	0.90125
473	0.2884141416	0.9
474	0.2882814731	0.90125
475	0.2882711686	0.9
476	0.2880389753	0.9
477	0.2876975533	0.90125
478	0.2876311423	0.90125
479	0.2875748559	0.90125
480	0.2874659556	0.90125
481	0.2874286452	0.90125
482	0.2872826891	0.90125
483	0.2871977596	0.90125
484	0.2870674776	0.90125
485	0.286913294	0.90125
486	0.2866184058	0.9025
487	0.2865559434	0.9025
488	0.2865352743	0.9025
489	0.286142271	0.9025
490	0.2859692669	0.9025
491	0.2856933446	0.90375
492	0.2854407481	0.90375
493	0.2850411059	0.90375
494	0.2849421959	0.90375
495	0.2846185665	0.9025
496	0.2844435226	0.90375
497	0.2843175506	0.90375
498	0.2839467251	0.9025
499	0.2838360664	0.9025
500	0.2837520361	0.9025
501	0.2835080804	0.90125
502	0.283145369	0.90125
503	0.2830439397	0.90125
504	0.2824116618	0.9025
505	0.2818725904	0.9025
506	0.2818527443	0.9025
507	0.2814659655	0.9025
508	0.2811759211	0.9025
509	0.281165006	0.9025
510	0.2809328292	0.9025
511	0.280639995	0.9025
512	0.2805179028	0.9025
513	0.2804953983	0.9025
514	0.2801487194	0.90375
515	0.2799607122	0.90375
516	0.2797894369	0.9025
517	0.2795136965	0.90375
518	0.279368407	0.90375
519	0.2790287175	0.905
520	0.2789045888	0.90375
521	0.2787147023	0.9025
522	0.2783533185	0.90375
523	0.277975376	0.90375
524	0.2778007154	0.90375
525	0.2772966842	0.90375
526	0.2772732737	0.90375
527	0.2771357955	0.90375
528	0.2770723358	0.90375
529	0.2768076123	0.905
530	0.2766191151	0.905
531	0.2764029897	0.903753532	0.2759574349	0.9533	0533	0.2758436957	534	0.534	0.275777317	535	0.29535	0.27558156536	0.297536	0.2754945537	0.297537	0.2753337538	0.297538	0.2751088539	0.2971539	0.274938540	0.2968297540	0.274541	0.2966655987541	0.274542	0.2965917073542	0.274543	0.296555147543	0.2742544	0.296192508544	0.2739545	0.295983623545	0.273546	0.2958034438546	0.273547	0.2955033325547	0.273548	0.2952396566548	0.273549	0.2952095017549	0.272550	0.29472182550	0.27266551	0.2945047551	0.272402552	0.2944396552	0.272300553	0.2942682553	0.272085554	0.294094554	0.27555	0555	0.29390555	0556	0.275556	0.293725557	0.2747523557	0.29558	0.2745990791	558	559	0.2744427989	0.90559560	0.274189147	0.903756561	0.2739217695	0.903756562	0.2738311889	0.903756563	0.2736071016	0.903756564	0.2734121939	0.903756565	0.2732122889	0.903756566	0.2730496433	0.903756567	0.2727357615	0.903567568	0.2726242508	0.568	0.569	0.2724011552569	0.267570	0.2720502570	0.2678571	0.271914571	0.26744572	0.27147572	0.267224573	0.2712573	0.267064070574	0.2574	0.2669020408	0575	575	0.2668018274	0.915576	0.2665370664	0.91
577	0.2661723379	0.91
578	0.2660814949	0.91
579	0.2659172812	0.91
580	0.2657413921	0.91
581	0.2655894898	0.91
582	0.2655002553	0.91
583	0.2653586086	0.91
584	0.2650409523	0.91125
585	0.2649189935	0.91125
586	0.2647164632	0.91125
587	0.2645300291	0.91125
588	0.2643027898	0.91125
589	0.2641350558	0.91125
590	0.2638094694	0.9125
591	0.2635892907	0.9125
592	0.2633085976	0.9125
593	0.263230405	0.9125
594	0.262976983	0.91375
595	0.2626848448	0.9125
596	0.2625121702	0.91125
597	0.2621375701	0.91375
598	0.2620249637	0.9125
599	0.2619135755	0.9125
600	0.2616975125	0.91375
601	0.2615607101	0.91375
602	0.2614968539	0.91375
603	0.261352894	0.91375
604	0.260977201	0.91375
605	0.260756431	0.91375
606	0.2606920681	0.91375
607	0.2602367701	0.91375
608	0.2601616774	0.913756609	0.2600349161	0.91610	610	0.2599239886	0.91611	611	0.2593993449	0.91612	612	0.2592383806	0613	0.2613	0.258959241614	0.2638614	0.258674615	0.2635479615	0.25616	0.2634620138	616	0617	0.262979301	0.916618	0.2624406122	0.91
619	0.2622476803	0.91
620	0.2620624983	0.91
621	0.2620480644	0.91
622	0.2619430396	0.91
623	0.2618016558	0.91
624	0.2615084597	0.91
625	0.2612988647	0.91
626	0.2612301419	0.91
627	0.2611591015	0.91
628	0.2610676011	0.91
629	0.2610085945	0.91
630	0.2608368506	0.91
631	0.2606796115	0.91
632	0.260585475	0.91
633	0.2604343679	0.91
634	0.260328136	0.91125
635	0.2603146025	0.91125
636	0.2600028219	0.91125
637	0.2597204049	0.91125
638	0.2593993853	0.91125
639	0.2593313586	0.91125
640	0.2592129435	0.91125
641	0.2591846569	0.91125
642	0.2589678374	0.911642643	0.2588013265	0643	0.2644	0.25876645644	0.25987645	0.25850658645	0.25965646	0.25814660646	0.2595647	0.258041626647	0.259648	0.257871447648	0.259649	0.257790855649	0.259650	0.2576463408650	0.25651	0.2575388483	651	0.2652	0.2574242832	0652	0.653	0.2573090225	0.653	0654	0.2572952125	0654	0.655	0.2572344132	655	0.2656	0.2572023644	0656	0.2657	0.2570561291	0657	0.658	0.256950333	0.9658	0659	0.2567747235	0.9659	0660	0.2565303456	0660	0.2661	0.2564395325	661	0.25662	0.2562946176662	0.2663	0.2561779575	0663	0.2664	0.2560665581	664	0.665	0.2559344642	665	0.666	0.2558626165	0666	0667	0.2556755277	0.667	0.668	0.2555623735	0668	0.2669	0.2553904063	669	0.25670	0.2551774141670	0.255671	0.254886657671	0.25672	0.2546124817672	0.2673	0.2544393685	0673	0674	0.2541729046	0.674	675	0.2539811894	0.675	676	0.2538371002	0.9167677	0.2537091368	0.915
678	0.2536815168	0.915
679	0.2534916882	0.915
680	0.2532317136	0.915
681	0.2527540477	0.9175
682	0.2525212423	0.9175
683	0.2523313705	0.9175
684	0.2521050798	0.9175
685	0.251898709	0.9175
686	0.2517995418	0.9175
687	0.2517495556	0.9175
688	0.2514696536	0.9175
689	0.2512043773	0.9175
690	0.250981295	0.9175
691	0.2507815237	0.91875
692	0.2506738515	0.9175
693	0.2505557081	0.91875
694	0.2505291167	0.91875
695	0.2503934177	0.9175
696	0.2502107275	0.91875
697	0.25007611	0.91875
698	0.2499613424	0.91875
699	0.2498256541	0.91875
700	0.2495226279	0.92
701	0.2492723132	0.92
702	0.2491939715	0.92
703	0.2491790147	0.92
704	0.2490527372	0.92
705	0.2487820607	0.92
706	0.2486215128	0.91875
707	0.2484698519	0.91875
708	0.2484540666	0.92
709	0.2483534558	0.91875
710	0.2482459905	0.92
711	0.2479790373	0.92
712	0.247868207	0.92
713	0.247719007	0.92
714	0.2476439368	0.92
715	0.2475671677	0.91875
716	0.2473417947	0.92
717	0.2471256301	0.92
718	0.2468857583	0.92
719	0.246726913	0.92
720	0.2466405172	0.92
721	0.246543532	0.92
722	0.2464861508	0.92
723	0.2462438833	0.92
724	0.2460925212	0.92
725	0.2458915228	0.9225
726	0.2457067119	0.9225
727	0.2456424953	0.9225
728	0.2454361219	0.9225
729	0.2453408468	0.9225
730	0.2451793877	0.9225
731	0.2449840362	0.9225
732	0.2448882207	0.9225
733	0.2447979912	0.9225
734	0.24466366	0.9225
735	0.2444118835	0.9225
736	0.2440687525	0.9225
737	0.2439477569	0.9225
738	0.2437178118	0.92375
739	0.243563285	0.92375
740	0.2434852535	0.92375
741	0.2434124016	0.92375
742	0.2433349316	0.92375
743	0.243286239	0.92375
744	0.2431804466	0.92375
745	0.2429304728	0.92375
746	0.2428629426	0.92375
747	0.24277045	0.92375
748	0.2426299307	0.925
749	0.2425234405	0.925
750	0.2424679269	0.925
751	0.2424276402	0.925
752	0.2423311684	0.92375
753	0.2421637643	0.92375
754	0.2421113654	0.92375
755	0.2420200273	0.92375
756	0.2418679327	0.92375
757	0.2416190522	0.923757758	0.2415612903	0.758	0.759	0.2413084422	0.759	760	0.241219145	0.9257761	0.2410332031	0.925
762	0.2408576465	0.925
763	0.2406613255	0.925
764	0.2404295706	0.925
765	0.2398768761	0.925
766	0.2395956443	0.925
767	0.2395566279	0.925
768	0.2394082134	0.925
769	0.2391839172	0.925
770	0.23915679	0.925
771	0.2390244811	0.925
772	0.23891831	0.925
773	0.2386721445	0.925
774	0.2384889576	0.925
775	0.2384389945	0.925
776	0.2383224055	0.925
777	0.2382585905	0.925
778	0.2382374595	0.925
779	0.2381736186	0.925
780	0.2379591425	0.925
781	0.2378047125	0.925
782	0.2375800651	0.925
783	0.237339352	0.925
784	0.237224343	0.925
785	0.2371413593	0.925
786	0.2369574804	0.92625
787	0.2368916109	0.92625
788	0.2366923624	0.92625
789	0.2364624603	0.92625
790	0.2363395795	0.92625
791	0.2361110343	0.92625
792	0.2360635027	0.92625
793	0.2359687166	0.92625
794	0.2358935793	0.92625
795	0.2357895809	0.92625
796	0.2356707918	0.92625
797	0.2355478964	0.92625
798	0.2355115838	0.92625
799	0.235390013	0.92625
800	0.2353747724	0.92625
801	0.2352847172	0.92625
802	0.2351103564	0.92625
803	0.2348657608	0.92625
804	0.2346695476	0.92625
805	0.2346516635	0.92625
806	0.2345432557	0.92625
807	0.2344471517	0.92625
808	0.2342612672	0.92625
809	0.2340163069	0.92625
810	0.234004947	0.92625
811	0.2338047217	0.92625
812	0.2335990431	0.92625
813	0.2335536856	0.92625
814	0.2333046376	0.92625
815	0.2332525583	0.92625
816	0.233227355	0.92625
817	0.2329431993	0.92625
818	0.2328857379	0.92625
819	0.2326968763	0.92625
820	0.2325920835	0.92625
821	0.2324214097	0.92625
822	0.2321205715	0.9275
823	0.232095536	0.9275
824	0.2318708877	0.9275
825	0.2317170612	0.9275
826	0.2314611626	0.9275
827	0.2313604919	0.9275
828	0.2312754865	0.9275
829	0.23125745	0.9275
830	0.2311954154	0.9275
831	0.231042341	0.9275
832	0.2309231918	0.9275
833	0.2307722768	0.9275
834	0.2306270109	0.9275
835	0.2304757389	0.9275
836	0.2302774314	0.9275
837	0.2302116122	0.9275
838	0.2300208192	0.9275
839	0.2299322447	0.9275
840	0.2299253761	0.9275
841	0.2299091592	0.9275
842	0.2298978659	0.9275
843	0.2298501593	0.9275
844	0.2295082188	0.92875
845	0.2293184553	0.9275
846	0.2292293675	0.9275
847	0.2291427158	0.9275
848	0.2290996638	0.9275
849	0.228996442	0.9275
850	0.2288582437	0.92875
851	0.2286781157	0.92875
852	0.2286231285	0.92875
853	0.2284492368	0.9275
854	0.2282895911	0.9275
855	0.2282099513	0.9275
856	0.2279433191	0.9275
857	0.2278837097	0.9275
858	0.2278746986	0.9275
859	0.2277684559	0.9275
860	0.2276654856	0.9275
861	0.2275632088	0.92875
862	0.2273919048	0.92875
863	0.2273617182	0.92875
864	0.2272954955	0.92875
865	0.2272340216	0.92875
866	0.2271078631	0.92875
867	0.2269867211	0.92875
868	0.2268752163	0.92875
869	0.2268139293	0.92875
870	0.2267331291	0.92875
871	0.2265646359	0.92875
872	0.2263699117	0.92875
873	0.2263618963	0.92875
874	0.2261232443	0.92875
875	0.2258959737	0.92875
876	0.2257779514	0.92875
877	0.225706691	0.92875
878	0.2256758559	0.92875
879	0.225497325	0.92875
880	0.2254250144	0.9275
881	0.2253725359	0.9275
882	0.2253644958	0.9275
883	0.2252793856	0.9275
884	0.2252305252	0.9275
885	0.224963423	0.9275
886	0.2247081031	0.9275
887	0.2244932701	0.92625
888	0.2243083717	0.92625
889	0.2242136706	0.9275
890	0.2239658773	0.9275
891	0.223902287	0.9275
892	0.2237401228	0.92875
893	0.2236615571	0.92875
894	0.2235185341	0.92875
895	0.2234693726	0.92875
896	0.2233721659	0.92875
897	0.2233200909	0.9275
898	0.2232582473	0.9275
899	0.2230481467	0.9275
900	0.2228602247	0.9275
901	0.2227787152	0.9275
902	0.2226577912	0.9275
903	0.2224040697	0.92875
904	0.222277343	0.928759905	0.2222287614	0.92905	906	0.2219003743	0.92906	907	0.2215005972	0.939908	0.2213424959	0.928759909	0.2211950588	0.93
910	0.2206970427	0.93
911	0.2205264371	0.93
912	0.2204822974	0.93
913	0.2203256914	0.92875
914	0.2202370294	0.92875
915	0.2201055295	0.92875
916	0.2197448305	0.92875
917	0.2196658239	0.92875
918	0.2196209659	0.92875
919	0.2195397445	0.93
920	0.219428252	0.93
921	0.2193337468	0.93
922	0.2191815298	0.93
923	0.2191058784	0.93
924	0.2189504754	0.93
925	0.2187593399	0.93125
926	0.2186124675	0.9325
927	0.2185494498	0.9325
928	0.2184426717	0.9325
929	0.2184132558	0.9325
930	0.2183723823	0.9325
931	0.2183342434	0.9325
932	0.2182133834	0.9325
933	0.218104461	0.9325
934	0.217940544	0.9325
935	0.2178867474	0.9325
936	0.2177541289	0.9325
937	0.2176163979	0.9325
938	0.2175287924	0.9325
939	0.2173847469	0.9325
940	0.2173551086	0.9325
941	0.2173202983	0.93125
942	0.2172521917	0.93125
943	0.2171147757	0.93125
944	0.2169042339	0.93125
945	0.2167863226	0.93125
946	0.2167263316	0.93125
947	0.2166062166	0.93125
948	0.2165471038	0.93125
949	0.216471649	0.93125
950	0.2163193422	0.93125
951	0.2162588095	0.93125
952	0.2162133055	0.93125
953	0.2161691344	0.93125
954	0.2158923344	0.93125
955	0.2158305505	0.93125
956	0.2157729766	0.93125
957	0.2156466436	0.9325
958	0.2154330757	0.9325
959	0.2152056772	0.9325
960	0.2150930273	0.9325
961	0.2148765233	0.9325
962	0.2148196304	0.9325
963	0.2145188907	0.9325
964	0.2144763613	0.9325
965	0.2143802984	0.9325
966	0.2143269852	0.9325
967	0.2143203301	0.9325
968	0.2142764657	0.9325
969	0.2140193941	0.9325
970	0.2139236665	0.9325
971	0.2138997829	0.9325
972	0.2137225294	0.93375
973	0.2136872955	0.93375
974	0.2134891459	0.93375
975	0.2133734177	0.93375
976	0.2132693869	0.93375
977	0.2132264002	0.935
978	0.2130793869	0.935
979	0.2129741784	0.935
980	0.2127553821	0.935
981	0.2126563824	0.935
982	0.2124889639	0.935
983	0.2123947989	0.935
984	0.212361583	0.935
985	0.212200552	0.935
986	0.2120664627	0.935
987	0.2120052714	0.935
988	0.2118676471	0.935
989	0.2117072451	0.935
990	0.2116593192	0.935
991	0.211619783	0.935
992	0.2115512317	0.935
993	0.2114277282	0.935
994	0.2113645567	0.935
995	0.2112328358	0.935
996	0.2111709886	0.935
997	0.211097409	0.935
998	0.2110587929	0.935
999	0.2109246081	0.935
908	0.92875
997	0.2227973782	0.92875
998	0.2226496409	0.93
999	0.2226258933	0.93
23999	0.2127572986	0.92625
44	0.93125
498041	0.92375
1625
998	0.2356489879	0.91625
999	0.2353991261	0.91625
21822	0.9125
0.93125
999	0.2196644583	0.93125
752
810	0.2321814337	0.9200998752
811	0.2320732049	0.9200998752
812	0.2320119373	0.9200998752
813	0.2319518424	0.9213483146
814	0.2318368811	0.9213483146
815	0.2318070757	0.9213483146
816	0.2315427206	0.9213483146
817	0.2314887107	0.9213483146
818	0.2312671018	0.9213483146
819	0.2311444401	0.9213483146
820	0.2310933597	0.9213483146
821	0.2309978499	0.9213483146
822	0.2307006704	0.9213483146
823	0.2306215313	0.9213483146
824	0.2305799871	0.9213483146
825	0.2304535077	0.9213483146
826	0.2303746756	0.9213483146
827	0.2303150381	0.9213483146
828	0.2301705391	0.9213483146
829	0.2301405102	0.9213483146
830	0.2300057837	0.9213483146
