iter	Logloss	Accuracy
831	0.2298290308	0.9213483146
832	0.2294652529	0.9213483146
833	0.2294427064	0.9213483146
834	0.2293745403	0.9213483146
835	0.2293478679	0.9213483146
836	0.2291262214	0.9213483146
837	0.2288391836	0.9213483146
838	0.2287767128	0.9213483146
839	0.2285470932	0.9213483146
840	0.2284869726	0.9213483146
841	0.2284580421	0.9213483146
842	0.2283806625	0.9213483146
843	0.228288769	0.9213483146
844	0.2279332476	0.9213483146
845	0.227912507	0.9213483146
846	0.2276966103	0.9213483146
847	0.2273958439	0.9213483146
848	0.2273372324	0.9213483146
849	0.2271740125	0.9213483146
850	0.2270508641	0.9213483146
851	0.2270026162	0.9213483146
852	0.2269774363	0.9213483146
853	0.2269699936	0.9213483146
854	0.2267547433	0.9213483146
855	0.226504346	0.9213483146
856	0.2261373851	0.9213483146
857	0.2260904302	0.9213483146
858	0.2260358412	0.9213483146
859	0.2259459508	0.9213483146
860	0.2259394314	0.9213483146
861	0.2258916521	0.9213483146
862	0.2258689271	0.9213483146
863	0.2257492628	0.9213483146
864	0.2256010938	0.9225967541
865	0.2255870919	0.9225967541
866	0.2255626475	0.9225967541
867	0.2254858714	0.9225967541
868	0.225416341	0.9225967541
869	0.2252105502	0.9225967541
870	0.2251764613	0.9225967541
871	0.225168088	0.9225967541
872	0.2250689952	0.9225967541
873	0.225043428	0.9225967541
874	0.2247318555	0.9225967541
875	0.2246828489	0.9225967541
876	0.2245698092	0.9225967541
877	0.2244749381	0.9225967541
878	0.2244458633	0.9225967541
879	0.2244164012	0.9225967541
880	0.2242182808	0.9225967541
881	0.2241965123	0.9225967541
882	0.2241809611	0.9225967541
883	0.224160906	0.9225967541
884	0.2240700036	0.9238451935
885	0.224058875	0.9238451935
886	0.2238961819	0.9238451935
887	0.2237082693	0.9238451935
888	0.223510119	0.9238451935
889	0.2234180138	0.9238451935
890	0.2233974125	0.9238451935
891	0.2233934694	0.9238451935
892	0.2233631952	0.9238451935
893	0.2233029347	0.9238451935
894	0.2232837186	0.9238451935
895	0.2231901065	0.925093633
896	0.2231154659	0.925093633
897	0.2229526044	0.925093633
898	0.2227736221	0.9238451935
899	0.2227425858	0.925093633
900	0.2227131585	0.925093633
901	0.2225919885	0.925093633
902	0.2225666719	0.925093633
903	0.2224857907	0.925093633
904	0.2223397239	0.9238451935
905	0.2223212114	0.9238451935
906	0.222296909	0.9238451935
907	0.2222105649	0.9238451935
908	0.2220753361	0.925093633
909	0.2219141365	0.925093633
910	0.2218784401	0.925093633
911	0.2216914136	0.925093633
912	0.2216116411	0.925093633
913	0.2214934933	0.925093633
914	0.2213854995	0.925093633
915	0.2211301012	0.925093633
916	0.2210347802	0.925093633
917	0.2208562777	0.925093633
918	0.2207932062	0.925093633
919	0.2207457964	0.925093633
920	0.2205209662	0.925093633
921	0.2204400777	0.925093633
922	0.2201984017	0.925093633
923	0.2199755736	0.925093633
924	0.2198317094	0.925093633
925	0.2197848765	0.9263420724
926	0.2195381602	0.9263420724
927	0.2193178231	0.9263420724
928	0.2191923494	0.9263420724
929	0.2191463809	0.9263420724
930	0.2190786303	0.9263420724
931	0.2189803102	0.9263420724
932	0.2187857877	0.9263420724
933	0.218659745	0.9263420724
934	0.2186450294	0.9263420724
935	0.2185197629	0.925093633
936	0.2183183744	0.925093633
937	0.2181785178	0.925093633
938	0.2180423385	0.925093633
939	0.2179040067	0.925093633
940	0.2177162014	0.925093633
941	0.2176307559	0.9238451935
942	0.2175824476	0.9238451935
943	0.2175501723	0.9238451935
944	0.2173192667	0.925093633
945	0.217190306	0.925093633
946	0.2171134692	0.925093633
947	0.2170860329	0.925093633
948	0.2168777871	0.9238451935
949	0.2166940089	0.9263420724
950	0.2165176078	0.9263420724
951	0.2163332586	0.9275905119
952	0.2162788972	0.9275905119
953	0.2160972203	0.9275905119
954	0.2160594886	0.9275905119
955	0.215971031	0.9275905119
956	0.2159460397	0.9275905119
957	0.2159344366	0.9275905119
958	0.2158389648	0.9275905119
959	0.2157991439	0.9275905119
960	0.215646562	0.9275905119
961	0.2156152512	0.9275905119
962	0.2155352379	0.9275905119
963	0.2154718907	0.9275905119
964	0.2154609156	0.9275905119
965	0.2153930341	0.9275905119
966	0.2153761739	0.9275905119
967	0.2153142464	0.9275905119
968	0.2152614997	0.9275905119
969	0.2151062459	0.9275905119
970	0.2150370605	0.9288389513
971	0.2147654044	0.9288389513
972	0.2145914875	0.9288389513
973	0.2142747887	0.9275905119
974	0.2141704895	0.9275905119
975	0.2141544683	0.9275905119
976	0.2140947687	0.9275905119
977	0.2140678274	0.9275905119
978	0.2139761676	0.9288389513
979	0.2139389427	0.9288389513
980	0.2138688657	0.9288389513
981	0.2137591452	0.9288389513
982	0.2137450625	0.9288389513
983	0.2134561815	0.9288389513
984	0.2133533742	0.9288389513
985	0.2131681711	0.9288389513
986	0.2130009331	0.9288389513
987	0.212756524	0.9288389513
988	0.2126409984	0.9288389513
989	0.2125573486	0.9288389513
990	0.2124807813	0.9288389513
991	0.2122121609	0.9313358302
992	0.2121691733	0.9313358302
993	0.2121498973	0.9313358302
994	0.212033844	0.9325842697
995	0.2119778428	0.9325842697
996	0.21184775	0.9325842697
997	0.2117795832	0.9325842697
998	0.2117465064	0.9325842697
999	0.2117027859	0.9325842697
