iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
258	244	291	244	340	244	291	340
259	244	291	244	340	244	291	340
260	244	291	244	340	244	291	340
261	244	291	244	340	244	291	340
262	244	291	244	340	244	291	340
263	244	291	244	340	244	291	340
264	244	291	244	340	244	291	340
265	244	291	244	340	244	291	340
266	244	291	244	340	244	291	340
267	246	293	246	340	246	293	340
268	248	295	248	340	248	295	340
269	248	295	248	340	248	295	340
270	248	295	248	340	248	295	340
271	248	295	248	340	248	295	340
272	248	296	248	340	248	296	340
273	248	296	248	340	248	296	340
274	248	296	248	340	248	296	340
275	248	296	248	340	248	296	340
276	248	296	248	340	248	296	340
277	248	296	248	340	248	296	340
278	248	296	248	340	248	296	340
279	248	296	248	340	248	296	340
280	248	296	248	340	248	296	340
281	248	296	248	340	248	296	340
282	248	296	248	340	248	296	340
283	248	296	248	340	248	296	340
284	248	296	248	340	248	296	340
285	248	296	248	340	248	296	340
286	248	296	248	340	248	296	340
287	248	296	248	340	248	296	340
288	248	296	248	340	248	296	340
289	248	296	248	340	248	296	340
290	248	296	248	340	248	296	340
291	248	296	248	340	248	296	340
292	248	296	248	340	248	296	340
293	248	296	248	340	248	296	340
294	248	296	248	340	248	296	340
295	248	296	248	340	248	296	340
296	248	296	248	340	248	296	340
297	248	296	248	340	248	296	340
298	248	296	248	340	248	296	340
299	248	296	248	340	248	296	340
300	248	296	248	340	248	296	340
301	248	296	248	340	248	296	340
302	248	296	248	340	248	296	340
303	248	296	248	340	248	296	340
304	248	296	248	340	248	296	340
305	248	296	248	340	248	296	340
306	248	296	248	340	248	296	340
307	248	296	248	340	248	296	340
308	248	296	248	340	248	296	340
309	248	296	248	340	248	296	340
310	248	296	248	340	248	296	340
311	248	296	248	340	248	296	340
312	248	296	248	340	248	296	340
313	248	296	248	340	248	296	340
314	248	296	248	340	248	296	340
315	248	296	248	340	248	296	340
316	248	296	248	340	248	296	340
317	248	296	248	340	248	296	340
318	248	296	248	340	248	296	340
319	248	296	248	340	248	296	340
320	248	296	248	340	248	296	340
321	248	296	248	340	248	296	340
322	248	296	248	340	248	296	340
323	249	297	249	340	249	297	340
324	249	297	249	340	249	297	340
325	249	297	249	340	249	297	340
326	249	297	249	340	249	297	340
327	249	297	249	340	249	297	340
328	249	297	249	340	249	297	340
329	249	297	249	340	249	297	340
330	249	296	249	340	249	296	340
331	249	297	249	340	249	297	340
332	249	297	249	340	249	297	340
333	249	297	249	340	249	297	340
334	249	296	249	340	249	296	340
335	249	296	249	340	249	296	340
336	249	296	249	340	249	296	340
337	249	296	249	340	249	296	340
338	250	297	250	340	250	297	340
339	250	297	250	340	250	297	340
340	250	297	250	340	250	297	340
341	250	297	250	340	250	297	340
342	251	298	251	340	251	298	340
343	251	298	251	340	251	298	340
344	251	298	251	340	251	298	340
345	251	298	251	340	251	298	340
346	251	298	251	340	251	298	340
347	251	298	251	340	251	298	340
348	251	298	251	340	251	298	340
349	251	298	251	340	251	298	340
350	251	298	251	340	251	298	340
351	251	298	251	340	251	298	340
352	251	298	251	340	251	298	340
353	251	298	251	340	251	298	340
354	251	298	251	340	251	298	340
355	251	298	251	340	251	298	340
356	251	298	251	340	251	298	340
357	251	298	251	340	251	298	340
358	251	298	251	340	251	298	340
359	251	298	251	340	251	298	340
360	251	298	251	340	251	298	340
361	251	298	251	340	251	298	340
362	256	303	256	340	256	303	340
363	256	303	256	340	256	303	340
364	255	302	255	340	255	302	340
365	255	302	255	340	255	302	340
366	255	302	255	340	255	302	340
367	256	303	256	340	256	303	340
368	256	303	256	340	256	303	340
369	256	303	256	340	256	303	340
370	256	303	256	340	256	303	340
371	256	303	256	340	256	303	340
372	256	303	256	340	256	303	340
373	256	303	256	340	256	303	340
374	256	303	256	340	256	303	340
375	256	303	256	340	256	303	340
376	256	301	256	340	256	301	340
377	256	301	256	340	256	301	340
378	256	301	256	340	256	301	340
379	256	301	256	340	256	301	340
380	256	301	256	340	256	301	340
381	256	301	256	340	256	301	340
382	256	301	256	340	256	301	340
383	256	299	256	340	256	299	340
384	256	299	256	340	256	299	340
385	256	300	256	340	256	300	340
386	256	299	256	340	256	299	340
387	256	299	256	340	256	299	340
388	256	300	256	340	256	300	340
389	256	300	256	340	256	300	340
390	256	300	256	340	256	300	340
391	256	300	256	340	256	300	340
392	256	300	256	340	256	300	340
393	256	300	256	340	256	300	340
394	256	299	256	340	256	299	340
395	256	300	256	340	256	300	340
396	256	300	256	340	256	300	340
397	256	300	256	340	256	300	340
398	256	300	256	340	256	300	340
399	256	297	256	340	256	297	340
400	256	297	256	340	256	297	340
401	256	297	256	340	256	297	340
402	256	297	256	340	256	297	340
403	256	297	256	340	256	297	340
404	256	296	256	340	256	296	340
405	256	296	256	340	256	296	340
406	256	297	256	340	256	297	340
407	256	297	256	340	256	297	340
408	256	297	256	340	256	297	340
409	256	297	256	340	256	297	340
410	256	297	256	340	256	297	340
411	256	297	256	340	256	297	340
412	256	297	256	340	256	297	340
413	256	297	256	340	256	297	340
414	256	297	256	340	256	297	340
415	256	297	256	340	256	297	340
416	256	297	256	340	256	297	340
417	256	297	256	340	256	297	340
418	256	297	256	340	256	297	340
419	256	297	256	340	256	297	340
420	256	297	256	340	256	297	340
421	256	297	256	340	256	297	340
422	256	297	256	340	256	297	340
423	256	297	256	340	256	297	340
424	256	297	256	340	256	297	340
425	256	297	256	340	256	297	340
426	256	297	256	340	256	297	340
427	256	297	256	340	256	297	340
428	256	297	256	340	256	297	340
429	256	297	256	340	256	297	340
430	257	298	257	340	257	298	340
431	256	297	256	340	256	297	340
432	257	297	257	340	257	297	340
433	257	297	257	340	257	297	340
434	258	298	258	340	258	298	340
435	258	298	258	340	258	298	340
436	258	298	258	340	258	298	340
437	258	298	258	340	258	298	340
438	258	298	258	340	258	298	340
439	258	298	258	340	258	298	340
440	258	298	258	340	258	298	340
441	258	298	258	340	258	298	340
442	258	298	258	340	258	298	340
443	258	298	258	340	258	298	340
444	258	298	258	340	258	298	340
445	258	298	258	340	258	298	340
446	258	298	258	340	258	298	340
447	258	298	258	340	258	298	340
448	258	298	258	340	258	298	340
449	258	298	258	340	258	298	340
450	258	298	258	340	258	298	340
451	258	298	258	340	258	298	340
452	258	298	258	340	258	298	340
453	258	298	258	340	258	298	340
454	258	298	258	340	258	298	340
455	258	298	258	340	258	298	340
456	258	298	258	340	258	298	340
457	258	298	258	340	258	298	340
458	258	298	258	340	258	298	340
459	258	298	258	340	258	298	340
460	258	298	258	340	258	298	340
461	258	298	258	340	258	298	340
462	258	298	258	340	258	298	340
463	258	298	258	340	258	298	340
464	258	298	258	340	258	298	340
465	258	298	258	340	258	298	340
466	258	298	258	340	258	298	340
467	258	298	258	340	258	298	340
468	259	299	259	340	259	299	340
469	259	299	259	340	259	299	340
470	259	299	259	340	259	299	340
471	259	299	259	340	259	299	340
472	259	299	259	340	259	299	340
473	259	299	259	340	259	299	340
474	259	299	259	340	259	299	340
475	259	299	259	340	259	299	340
476	259	299	259	340	259	299	340
477	259	299	259	340	259	299	340
478	259	299	259	340	259	299	340
479	259	299	259	340	259	299	340
480	259	299	259	340	259	299	340
481	259	299	259	340	259	299	340
482	259	299	259	340	259	299	340
483	259	299	259	340	259	299	340
484	259	299	259	340	259	299	340
485	259	299	259	340	259	299	340
486	259	299	259	340	259	299	340
487	259	299	259	340	259	299	340
488	259	299	259	340	259	299	340
489	259	299	259	340	259	299	340
490	259	299	259	340	259	299	340
491	259	299	259	340	259	299	340
492	259	299	259	340	259	299	340
493	259	299	259	340	259	299	340
494	259	299	259	340	259	299	340
495	259	299	259	340	259	299	340
496	259	299	259	340	259	299	340
497	259	299	259	340	259	299	340
498	259	299	259	340	259	299	340
499	259	299	259	340	259	299	340
500	259	299	259	340	259	299	340
501	259	299	259	340	259	299	340
502	259	299	259	340	259	299	340
503	259	299	259	340	259	299	340
504	259	299	259	340	259	299	340
505	259	299	259	340	259	299	340
506	259	299	259	340	259	299	340
507	259	299	259	340	259	299	340
508	259	299	259	340	259	299	340
509	259	299	259	340	259	299	340
510	259	299	259	340	259	299	340
511	259	299	259	340	259	299	340
512	259	299	259	340	259	299	340
513	259	299	259	340	259	299	340
514	259	299	259	340	259	299	340
515	259	299	259	340	259	299	340
516	259	299	259	340	259	299	340
517	259	299	259	340	259	299	340
518	259	299	259	340	259	299	340
519	259	299	259	340	259	299	340
520	259	299	259	340	259	299	340
521	259	299	259	340	259	299	340
522	259	299	259	340	259	299	340
523	259	299	259	340	259	299	340
524	259	299	259	340	259	299	340
525	259	299	259	340	259	299	340
526	259	299	259	340	259	299	340
527	259	299	259	340	259	299	340
528	259	299	259	340	259	299	340
529	259	299	259	340	259	299	340
530	258	298	258	340	258	298	340
531	259	299	259	340	259	299	340
532	259	299	259	340	259	299	340
533	259	299	259	340	259	299	340
534	259	299	259	340	259	299	340
535	259	299	259	340	259	299	340
536	259	299	259	340	259	299	340
537	259	299	259	340	259	299	340
538	259	299	259	340	259	299	340
539	259	299	259	340	259	299	340
540	259	299	259	340	259	299	340
541	259	299	259	340	259	299	340
542	259	299	259	340	259	299	340
543	259	299	259	340	259	299	340
544	259	299	259	340	259	299	340
545	259	299	259	340	259	299	340
546	259	299	259	340	259	299	340
547	259	299	259	340	259	299	340
548	259	299	259	340	259	299	340
549	259	299	259	340	259	299	340
550	259	299	259	340	259	299	340
551	259	299	259	340	259	299	340
552	259	299	259	340	259	299	340
553	259	299	259	340	259	299	340
554	259	299	259	340	259	299	340
555	259	299	259	340	259	299	340
556	259	299	259	340	259	299	340
557	259	299	259	340	259	299	340
558	259	299	259	340	259	299	340
559	259	299	259	340	259	299	340
560	259	299	259	340	259	299	340
561	259	299	259	340	259	299	340
562	259	299	259	340	259	299	340
563	259	299	259	340	259	299	340
564	259	299	259	340	259	299	340
565	258	298	258	340	258	298	340
566	258	298	258	340	258	298	340
567	258	298	258	340	258	298	340
568	258	298	258	340	258	298	340
569	258	298	258	340	258	298	340
570	258	298	258	340	258	298	340
571	258	298	258	340	258	298	340
572	258	298	258	340	258	298	340
573	258	298	258	340	258	298	340
574	258	298	258	340	258	298	340
575	258	298	258	340	258	298	340
576	258	298	258	340	258	298	340
577	258	298	258	340	258	298	340
578	258	298	258	340	258	298	340
579	258	298	258	340	258	298	340
580	258	298	258	340	258	298	340
581	258	298	258	340	258	298	340
582	258	298	258	340	258	298	340
583	258	298	258	340	258	298	340
584	258	298	258	340	258	298	340
585	258	298	258	340	258	298	340
586	258	298	258	340	258	298	340
587	258	298	258	340	258	298	340
588	258	298	258	340	258	298	340
589	258	298	258	340	258	298	340
590	258	298	258	340	258	298	340
591	258	298	258	340	258	298	340
592	258	298	258	340	258	298	340
593	258	298	258	340	258	298	340
594	258	298	258	340	258	298	340
595	258	298	258	340	258	298	340
596	258	298	258	340	258	298	340
597	258	298	258	340	258	298	340
598	258	298	258	340	258	298	340
599	258	298	258	340	258	298	340
600	258	298	258	340	258	298	340
601	258	298	258	340	258	298	340
602	258	298	258	340	258	298	340
603	258	298	258	340	258	298	340
604	258	298	258	340	258	298	340
605	258	298	258	340	258	298	340
606	258	298	258	340	258	298	340
607	258	298	258	340	258	298	340
608	258	298	258	340	258	298	340
609	258	298	258	340	258	298	340
610	258	298	258	340	258	298	340
611	258	298	258	340	258	298	340
612	258	298	258	340	258	298	340
613	258	298	258	340	258	298	340
614	258	298	258	340	258	298	340
615	258	298	258	340	258	298	340
616	258	298	258	340	258	298	340
617	258	298	258	340	258	298	340
618	258	298	258	340	258	298	340
619	258	298	258	340	258	298	340
620	258	298	258	340	258	298	340
621	258	298	258	340	258	298	340
622	258	298	258	340	258	298	340
623	258	298	258	340	258	298	340
624	258	298	258	340	258	298	340
625	258	298	258	340	258	298	340
626	258	298	258	340	258	298	340
627	258	298	258	340	258	298	340
628	258	298	258	340	258	298	340
629	258	298	258	340	258	298	340
630	258	298	258	340	258	298	340
631	259	299	259	340	259	299	340
632	259	299	259	340	259	299	340
633	260	300	260	340	260	300	340
634	260	300	260	340	260	300	340
635	260	300	260	340	260	300	340
636	260	300	260	340	260	300	340
637	260	300	260	340	260	300	340
638	260	300	260	340	260	300	340
639	260	300	260	340	260	300	340
640	260	300	260	340	260	300	340
641	260	300	260	340	260	300	340
642	261	301	261	340	261	301	340
643	261	301	261	340	261	301	340
644	261	301	261	340	261	301	340
645	261	301	261	340	261	301	340
646	261	301	261	340	261	301	340
647	261	301	261	340	261	301	340
648	261	301	261	340	261	301	340
649	260	300	260	340	260	300	340
650	259	299	259	340	259	299	340
651	259	299	259	340	259	299	340
652	259	299	259	340	259	299	340
653	259	299	259	340	259	299	340
654	259	299	259	340	259	299	340
655	259	299	259	340	259	299	340
656	259	299	259	340	259	299	340
657	259	299	259	340	259	299	340
658	259	299	259	340	259	299	340
659	259	299	259	340	259	299	340
660	259	299	259	340	259	299	340
661	259	299	259	340	259	299	340
662	259	299	259	340	259	299	340
663	260	300	260	340	260	300	340
664	260	300	260	340	260	300	340
665	260	300	260	340	260	300	340
666	260	300	260	340	260	300	340
667	259	299	259	340	259	299	340
668	259	299	259	340	259	299	340
669	259	299	259	340	259	299	340
670	259	299	259	340	259	299	340
671	259	299	259	340	259	299	340
672	259	299	259	340	259	299	340
673	259	299	259	340	259	299	340
674	260	300	260	340	260	300	340
675	260	300	260	340	260	300	340
676	260	300	260	340	260	300	340
677	259	299	259	340	259	299	340
678	259	299	259	340	259	299	340
679	259	299	259	340	259	299	340
680	259	299	259	340	259	299	340
681	260	300	260	340	260	300	340
682	259	299	259	340	259	299	340
683	259	299	259	340	259	299	340
684	259	299	259	340	259	299	340
685	259	299	259	340	259	299	340
686	259	299	259	340	259	299	340
687	259	299	259	340	259	299	340
688	259	299	259	340	259	299	340
689	259	299	259	340	259	299	340
690	259	299	259	340	259	299	340
691	259	299	259	340	259	299	340
692	259	299	259	340	259	299	340
693	259	299	259	340	259	299	340
694	259	299	259	340	259	299	340
695	260	300	260	340	260	300	340
696	260	300	260	340	260	300	340
697	260	300	260	340	260	300	340
698	260	300	260	340	260	300	340
699	260	300	260	340	260	300	340
700	259	299	259	340	259	299	340
701	260	300	260	340	260	300	340
702	260	300	260	340	260	300	340
703	260	300	260	340	260	300	340
704	260	300	260	340	260	300	340
705	260	300	260	340	260	300	340
706	260	300	260	340	260	300	340
707	259	299	259	340	259	299	340
708	259	299	259	340	259	299	340
709	259	299	259	340	259	299	340
710	259	299	259	340	259	299	340
711	259	299	259	340	259	299	340
712	259	299	259	340	259	299	340
713	259	299	259	340	259	299	340
714	259	299	259	340	259	299	340
715	259	299	259	340	259	299	340
716	259	299	259	340	259	299	340
717	259	299	259	340	259	299	340
718	259	299	259	340	259	299	340
719	259	299	259	340	259	299	340
720	259	299	259	340	259	299	340
721	259	299	259	340	259	299	340
722	259	299	259	340	259	299	340
723	259	299	259	340	259	299	340
724	259	299	259	340	259	299	340
725	259	299	259	340	259	299	340
726	259	299	259	340	259	299	340
727	259	299	259	340	259	299	340
728	260	300	260	340	260	300	340
729	260	300	260	340	260	300	340
730	260	300	260	340	260	300	340
731	259	299	259	340	259	299	340
732	260	300	260	340	260	300	340
733	260	300	260	340	260	300	340
734	260	300	260	340	260	300	340
735	259	299	259	340	259	299	340
736	259	299	259	340	259	299	340
737	259	299	259	340	259	299	340
738	259	299	259	340	259	299	340
739	259	299	259	340	259	299	340
740	259	299	259	340	259	299	340
741	259	299	259	340	259	299	340
742	259	299	259	340	259	299	340
743	259	299	259	340	259	299	340
744	259	299	259	340	259	299	340
745	259	299	259	340	259	299	340
746	259	299	259	340	259	299	340
747	259	299	259	340	259	299	340
748	259	299	259	340	259	299	340
749	259	299	259	340	259	299	340
750	259	299	259	340	259	299	340
751	259	299	259	340	259	299	340
752	260	300	260	340	260	300	340
753	260	300	260	340	260	300	340
754	260	300	260	340	260	300	340
755	260	300	260	340	260	300	340
756	260	300	260	340	260	300	340
757	260	300	260	340	260	300	340
758	260	300	260	340	260	300	340
759	260	300	260	340	260	300	340
760	260	300	260	340	260	300	340
761	260	300	260	340	260	300	340
762	260	300	260	340	260	300	340
763	260	300	260	340	260	300	340
764	260	300	260	340	260	300	340
765	260	300	260	340	260	300	340
766	260	300	260	340	260	300	340
767	260	300	260	340	260	300	340
768	260	300	260	340	260	300	340
769	260	300	260	340	260	300	340
770	260	300	260	340	260	300	340
771	260	300	260	340	260	300	340
772	260	300	260	340	260	300	340
773	260	300	260	340	260	300	340
774	260	300	260	340	260	300	340
775	260	300	260	340	260	300	340
776	260	300	260	340	260	300	340
777	260	300	260	340	260	300	340
778	260	300	260	340	260	300	340
779	260	300	260	340	260	300	340
780	260	300	260	340	260	300	340
781	260	300	260	340	260	300	340
782	260	300	260	340	260	300	340
783	260	300	260	340	260	300	340
784	260	300	260	340	260	300	340
785	260	300	260	340	260	300	340
786	260	300	260	340	260	300	340
787	260	300	260	340	260	300	340
788	260	300	260	340	260	300	340
789	260	300	260	340	260	300	340
790	260	300	260	340	260	300	340
791	260	300	260	340	260	300	340
792	260	300	260	340	260	300	340
793	260	300	260	340	260	300	340
794	260	300	260	340	260	300	340
795	260	300	260	340	260	300	340
796	260	300	260	340	260	300	340
797	260	300	260	340	260	300	340
798	260	300	260	340	260	300	340
799	260	300	260	340	260	300	340
800	260	300	260	340	260	300	340
801	260	300	260	340	260	300	340
802	260	300	260	340	260	300	340
803	260	300	260	340	260	300	340
804	260	300	260	340	260	300	340
805	260	300	260	340	260	300	340
806	260	300	260	340	260	300	340
807	258	298	258	340	258	298	340
808	258	298	258	340	258	298	340
809	258	298	258	340	258	298	340
810	258	298	258	340	258	298	340
811	258	298	258	340	258	298	340
812	258	298	258	340	258	298	340
813	258	298	258	340	258	298	340
814	258	298	258	340	258	298	340
815	258	298	258	340	258	298	340
816	258	298	258	340	258	298	340
817	258	298	258	340	258	298	340
818	258	298	258	340	258	298	340
819	258	298	258	340	258	298	340
820	258	298	258	340	258	298	340
821	257	297	257	340	257	297	340
822	257	297	257	340	257	297	340
823	257	297	257	340	257	297	340
824	257	297	257	340	257	297	340
825	258	298	258	340	258	298	340
826	258	298	258	340	258	298	340
827	258	298	258	340	258	298	340
828	258	298	258	340	258	298	340
829	258	298	258	340	258	298	340
830	258	298	258	340	258	298	340
831	258	298	258	340	258	298	340
832	258	298	258	340	258	298	340
833	258	298	258	340	258	298	340
834	258	298	258	340	258	298	340
835	258	298	258	340	258	298	340
836	258	298	258	340	258	298	340
837	258	298	258	340	258	298	340
838	258	298	258	340	258	298	340
839	258	298	258	340	258	298	340
840	258	298	258	340	258	298	340
841	258	298	258	340	258	298	340
842	257	297	257	340	257	297	340
843	257	297	257	340	257	297	340
844	257	297	257	340	257	297	340
845	257	297	257	340	257	297	340
846	257	297	257	340	257	297	340
847	258	298	258	340	258	298	340
848	258	298	258	340	258	298	340
849	256	294	256	340	256	294	340
850	256	294	256	340	256	294	340
851	256	294	256	340	256	294	340
852	256	294	256	340	256	294	340
853	256	294	256	340	256	294	340
854	256	294	256	340	256	294	340
855	256	294	256	340	256	294	340
856	256	294	256	340	256	294	340
857	256	294	256	340	256	294	340
858	256	294	256	340	256	294	340
859	256	294	256	340	256	294	340
860	256	294	256	340	256	294	340
861	256	294	256	340	256	294	340
862	256	294	256	340	256	294	340
863	256	294	256	340	256	294	340
864	256	294	256	340	256	294	340
865	256	294	256	340	256	294	340
866	256	294	256	340	256	294	340
